0.000000,0.000000,
5.81687E-09,0.000000,
1.58169E-08,0.000088,
2.58169E-08,0.000147,
3.58169E-08,-0.000235,
4.58169E-08,-0.000079,
5.58169E-08,0.000040,
6.58169E-08,-0.000038,
7.58169E-08,0.000133,
8.58169E-08,0.001065,
9.58169E-08,0.001556,
1.05817E-07,0.001492,
1.15817E-07,0.000690,
1.25817E-07,-0.001499,
1.35817E-07,-0.001214,
1.45817E-07,0.000357,
1.55817E-07,0.002102,
1.65817E-07,0.006394,
1.75817E-07,0.009698,
1.85817E-07,0.011925,
1.95817E-07,0.013891,
2.05817E-07,0.015073,
2.15817E-07,0.016199,
2.25817E-07,0.016829,
2.35817E-07,0.017743,
2.45817E-07,0.018586,
2.55817E-07,0.018668,
2.65817E-07,0.018470,
2.75817E-07,0.018058,
2.85817E-07,0.017039,
2.95817E-07,0.016463,
3.05817E-07,0.016273,
3.15817E-07,0.016114,
3.25817E-07,0.015593,
3.35817E-07,0.015468,
3.45817E-07,0.015370,
3.55817E-07,0.015012,
3.65817E-07,0.014555,
3.75817E-07,0.014207,
3.85817E-07,0.014119,
3.95817E-07,0.013740,
4.05817E-07,0.013527,
4.15817E-07,0.013534,
4.25817E-07,0.013316,
4.35817E-07,0.013244,
4.45817E-07,0.013125,
4.55817E-07,0.012938,
4.65817E-07,0.012722,
4.75817E-07,0.012548,
4.85817E-07,0.012573,
4.95817E-07,0.012143,
5.05817E-07,0.012115,
5.15817E-07,0.011953,
5.25817E-07,0.011959,
5.35817E-07,0.011806,
5.45817E-07,0.011388,
5.55817E-07,0.011238,
5.65817E-07,0.010927,
5.75817E-07,0.010806,
5.85817E-07,0.010584,
5.95817E-07,0.010205,
6.05817E-07,0.009684,
6.15817E-07,0.009420,
6.25817E-07,0.009397,
6.35817E-07,0.009183,
6.45817E-07,0.009118,
6.55817E-07,0.009207,
6.65817E-07,0.009152,
6.75817E-07,0.008951,
6.85817E-07,0.008783,
6.95817E-07,0.008988,
7.05817E-07,0.008662,
7.15817E-07,0.008500,
7.25817E-07,0.008204,
7.35817E-07,0.007890,
7.45817E-07,0.007861,
7.55817E-07,0.007453,
7.65817E-07,0.007295,
7.75817E-07,0.007261,
7.85817E-07,0.007221,
7.95817E-07,0.006979,
8.05817E-07,0.007007,
8.15817E-07,0.006785,
8.25817E-07,0.006699,
8.35817E-07,0.006663,
8.45817E-07,0.006581,
8.55817E-07,0.006647,
8.65817E-07,0.006427,
8.75817E-07,0.006241,
8.85817E-07,0.005916,
8.95817E-07,0.006079,
9.05817E-07,0.005689,
9.15817E-07,0.005756,
9.25817E-07,0.005542,
9.35817E-07,0.005323,
9.45817E-07,0.005183,
9.55817E-07,0.004893,
9.65817E-07,0.005138,
9.75817E-07,0.005025,
9.85817E-07,0.004761,
9.95817E-07,0.004756,
1.00582E-06,0.004643,
1.01582E-06,0.004784,
1.02582E-06,0.004467,
1.03582E-06,0.004387,
1.04582E-06,0.004287,
1.05582E-06,0.004340,
1.06582E-06,0.004137,
1.07582E-06,0.003985,
1.08582E-06,0.003884,
1.09582E-06,0.003780,
1.10582E-06,0.003700,
1.11582E-06,0.003748,
1.12582E-06,0.003669,
1.13582E-06,0.003691,
1.14582E-06,0.003605,
1.15582E-06,0.003585,
1.16582E-06,0.003376,
1.17582E-06,0.003459,
1.18582E-06,0.003442,
1.19582E-06,0.003512,
1.20582E-06,0.003145,
1.21582E-06,0.002965,
1.22582E-06,0.003005,
1.23582E-06,0.003017,
1.24582E-06,0.002898,
1.25582E-06,0.002914,
1.26582E-06,0.002910,
1.27582E-06,0.002778,
1.28582E-06,0.002621,
1.29582E-06,0.002519,
1.30582E-06,0.002519,
1.31582E-06,0.002685,
1.32582E-06,0.002650,
1.33582E-06,0.002492,
