0.0000E+00,0.000000,
5.81687E-09,0.000051,
1.58169E-08,0.000005,
2.58169E-08,0.000141,
3.58169E-08,-0.000214,
4.58169E-08,0.000077,
5.58169E-08,0.000132,
6.58169E-08,-0.000401,
7.58169E-08,-0.000890,
8.58169E-08,-0.001012,
9.58169E-08,0.000275,
1.05817E-07,0.002881,
1.15817E-07,0.009039,
1.25817E-07,0.010834,
1.35817E-07,0.009845,
1.45817E-07,0.012934,
1.55817E-07,0.012791,
1.65817E-07,0.012375,
1.75817E-07,0.013538,
1.85817E-07,0.013918,
1.95817E-07,0.016188,
2.05817E-07,0.018219,
2.15817E-07,0.021256,
2.25817E-07,0.024366,
2.35817E-07,0.026837,
2.45817E-07,0.029658,
2.55817E-07,0.032043,
2.65817E-07,0.034347,
2.75817E-07,0.036567,
2.85817E-07,0.038614,
2.95817E-07,0.040722,
3.05817E-07,0.042121,
3.15817E-07,0.043773,
3.25817E-07,0.045123,
3.35817E-07,0.046103,
3.45817E-07,0.047179,
3.55817E-07,0.047623,
3.65817E-07,0.047661,
3.75817E-07,0.047217,
3.85817E-07,0.046673,
3.95817E-07,0.045506,
4.05817E-07,0.044069,
4.15817E-07,0.042342,
4.25817E-07,0.040008,
4.35817E-07,0.037536,
4.45817E-07,0.035013,
4.55817E-07,0.032162,
4.65817E-07,0.028928,
4.75817E-07,0.025699,
4.85817E-07,0.022477,
4.95817E-07,0.018958,
5.05817E-07,0.015355,
5.15817E-07,0.011573,
5.25817E-07,0.008047,
5.35817E-07,0.004509,
5.45817E-07,0.000974,
5.55817E-07,-0.002514,
5.65817E-07,-0.005761,
5.75817E-07,-0.009175,
5.85817E-07,-0.012025,
5.95817E-07,-0.014938,
6.05817E-07,-0.017382,
6.15817E-07,-0.020093,
6.25817E-07,-0.022125,
6.35817E-07,-0.024321,
6.45817E-07,-0.026311,
6.55817E-07,-0.028483,
6.65817E-07,-0.030052,
6.75817E-07,-0.031394,
6.85817E-07,-0.032712,
6.95817E-07,-0.034102,
7.05817E-07,-0.035025,
7.15817E-07,-0.036338,
7.25817E-07,-0.037053,
7.35817E-07,-0.037629,
